,lemma,pos,token,annotation
9499,frightened,VBN,frightened,O
9500,now,RB,now,O
9501,?,.,?,O
9502,','',',O
9503,I,PRP,I,O
9504,wa,VBP,was,O
9505,more,RBR,more,O
9506,frightened,JJ,frightened,O
9507,than,IN,than,O
9508,ever,RB,ever,O
9509,;,:,;,O
9510,but,CC,but,O
9511,I,PRP,I,O
9512,said,VBD,said,O
9513,I,PRP,I,O
9514,wa,VBP,was,O
9515,not,RB,not,O
9516,.,.,.,O
9517,I,PRP,I,O
9518,wished,VBD,wished,O
9519,Miss,NNP,Miss,O
9520,Rosamond,NNP,Rosamond,O
9521,and,CC,and,O
9522,myself,PRP,myself,O
9523,well,RB,well,O
9524,out,IN,out,O
9525,of,IN,of,O
9526,that,DT,that,O
9527,dreadful,JJ,dreadful,O
9528,house,NN,house,O
9529,for,IN,for,O
9530,ever,RB,ever,O
9531,;,:,;,O
9532,but,CC,but,O
9533,I,PRP,I,O
9534,would,MD,would,O
9535,not,RB,not,O
9536,leave,VB,leave,O
9537,her,PRP,her,O
9538,",",",",",",O
9539,and,CC,and,O
9540,I,PRP,I,O
9541,dared,VBD,dared,O
9542,not,RB,not,O
9543,take,VB,take,O
9544,her,PRP$,her,O
9545,away,RB,away,O
9546,.,.,.,O
9547,But,CC,But,O
9548,oh,UH,oh,O
9549,",",",",",",O
9550,how,WRB,how,O
9551,I,PRP,I,O
9552,watched,VBD,watched,O
9553,her,PRP,her,O
9554,",",",",",",O
9555,and,CC,and,O
9556,guarded,VBD,guarded,O
9557,her,PRP$,her,O
9558,!,.,!,O
9559,We,PRP,We,O
9560,bolted,VBD,bolted,O
9561,the,DT,the,O
9562,door,NN,doors,O
9563,",",",",",",O
9564,and,CC,and,O
9565,shut,VBD,shut,O
9566,the,DT,the,O
9567,window-shutters,NNS,window-shutters,O
9568,fast,RB,fast,O
9569,",",",",",",O
9570,an,DT,an,O
9571,hour,NN,hour,O
9572,or,CC,or,O
9573,more,JJR,more,O
9574,before,IN,before,O
9575,dark,NN,dark,O
9576,",",",",",",O
9577,rather,RB,rather,O
9578,than,IN,than,O
9579,leave,VB,leave,O
9580,them,PRP,them,O
9581,open,JJ,open,O
9582,five,CD,five,O
9583,minute,NNS,minutes,O
9584,too,RB,too,O
9585,late,RB,late,O
9586,.,.,.,O
9587,But,CC,But,O
9588,my,PRP$,my,O
9589,little,JJ,little,O
9590,lady,NN,lady,O
9591,still,RB,still,O
9592,heard,VBD,heard,O
9593,the,DT,the,O
9594,weird,JJ,weird,O
9595,child,NN,child,O
9596,cry,NN,crying,O
9597,and,CC,and,O
9598,mourning,NN,mourning,O
9599,;,:,;,O
9600,and,CC,and,O
9601,not,RB,not,O
9602,all,DT,all,O
9603,we,PRP,we,O
9604,could,MD,could,O
9605,do,VB,do,O
9606,or,CC,or,O
9607,say,VB,say,O
9608,could,MD,could,O
9609,keep,VB,keep,O
9610,her,PRP,her,O
9611,from,IN,from,O
9612,wanting,VBG,wanting,O
9613,to,TO,to,O
9614,go,VB,go,O
9615,to,TO,to,O
9616,her,PRP$,her,O
9617,",",",",",",O
9618,and,CC,and,O
9619,let,VB,let,O
9620,her,PRP,her,O
9621,in,IN,in,O
9622,from,IN,from,O
9623,the,DT,the,O
9624,cruel,NN,cruel,O
9625,wind,NN,wind,O
9626,and,CC,and,O
9627,the,DT,the,O
9628,snow,NN,snow,O
9629,.,.,.,O
9630,All,PDT,All,O
9631,this,DT,this,O
9632,time,NN,time,O
9633,I,PRP,I,O
9634,kept,VBD,kept,O
9635,away,RB,away,O
9636,from,IN,from,O
9637,Miss,NNP,Miss,O
9638,Furnivall,NNP,Furnivall,O
9639,and,CC,and,O
9640,Mrs.,NNP,Mrs.,O
9641,Stark,NNP,Stark,O
9642,",",",",",",O
9643,a,DT,as,O
9644,much,RB,much,O
9645,a,DT,as,O
9646,ever,RB,ever,O
9647,I,PRP,I,O
9648,could,MD,could,O
9649,;,:,;,O
9650,for,IN,for,O
9651,I,PRP,I,O
9652,feared,VBD,feared,O
9653,them,PRP,them,O
9654,--,:,--,O
9655,I,PRP,I,O
9656,knew,VBD,knew,O
9657,no,DT,no,O
9658,good,NN,good,O
9659,could,MD,could,O
9660,be,VB,be,O
9661,about,IN,about,O
9662,them,PRP,them,O
9663,",",",",",",O
9664,with,IN,with,O
9665,their,PRP$,their,O
9666,grey,NN,grey,O
9667,",",",",",",O
9668,hard,JJ,hard,O
9669,face,NN,faces,O
9670,",",",",",",O
9671,and,CC,and,O
9672,their,PRP$,their,O
9673,dreamy,NN,dreamy,O
9674,eye,NN,eyes,O
9675,",",",",",",O
9676,looking,VBG,looking,O
9677,back,RB,back,O
9678,into,IN,into,O
9679,the,DT,the,O
9680,ghastly,JJ,ghastly,O
9681,year,NN,years,O
9682,that,WDT,that,O
9683,were,VBD,were,O
9684,gone,VBN,gone,O
9685,.,.,.,O
9686,But,CC,But,O
9687,",",",",",",O
9688,even,RB,even,O
9689,in,IN,in,O
9690,my,PRP$,my,O
9691,fear,NN,fear,O
9692,",",",",",",O
9693,I,PRP,I,O
9694,had,VBD,had,O
9695,a,DT,a,O
9696,kind,NN,kind,O
9697,of,IN,of,O
9698,pity,NN,pity,O
9699,for,IN,for,O
9700,Miss,NNP,Miss,O
9701,Furnivall,NNP,Furnivall,O
9702,",",",",",",O
9703,at,IN,at,O
9704,least,JJS,least,O
9705,.,.,.,O
9706,Those,DT,Those,O
9707,gone,VBN,gone,O
9708,down,RB,down,O
9709,to,TO,to,O
9710,the,DT,the,O
9711,pit,NN,pit,O
9712,can,MD,can,O
9713,hardly,RB,hardly,O
9714,have,VB,have,O
9715,a,DT,a,O
9716,more,JJR,more,O
9717,hopeless,JJ,hopeless,O
9718,look,NN,look,O
9719,than,IN,than,O
9720,that,DT,that,O
9721,which,WDT,which,O
9722,wa,VBP,was,O
9723,ever,RB,ever,O
9724,on,IN,on,O
9725,her,PRP$,her,O
9726,face,NN,face,O
9727,.,.,.,O
9728,At,IN,At,O
9729,last,JJ,last,O
9730,I,PRP,I,O
9731,even,RB,even,O
9732,got,VBD,got,O
9733,so,RB,so,O
9734,sorry,JJ,sorry,O
9735,for,IN,for,O
9736,her,PRP$,her,O
9737,--,:,--,O
9738,who,WP,who,O
9739,never,RB,never,O
9740,said,VBD,said,O
9741,a,DT,a,O
9742,word,NN,word,O
9743,but,CC,but,O
9744,what,WP,what,O
9745,wa,VBZ,was,O
9746,quite,RB,quite,O
9747,forced,VBN,forced,O
9748,from,IN,from,O
9749,her,PRP$,her,O
9750,--,:,--,O
9751,that,IN,that,O
9752,I,PRP,I,O
9753,prayed,VBP,prayed,O
9754,for,IN,for,O
9755,her,PRP$,her,O
9756,;,:,;,O
9757,and,CC,and,O
9758,I,PRP,I,O
9759,taught,VBD,taught,O
9760,Miss,NNP,Miss,O
9761,Rosamond,NNP,Rosamond,O
9762,to,TO,to,O
9763,pray,VB,pray,O
9764,for,IN,for,O
9765,one,CD,one,O
9766,who,WP,who,O
9767,had,VBD,had,O
9768,done,VBN,done,O
9769,a,DT,a,O
9770,deadly,JJ,deadly,O
9771,sin,NN,sin,O
9772,;,:,;,O
9773,but,CC,but,O
9774,often,RB,often,O
9775,when,WRB,when,O
9776,she,PRP,she,O
9777,came,VBD,came,O
9778,to,TO,to,O
9779,those,DT,those,O
9780,word,NN,words,O
9781,",",",",",",O
9782,she,PRP,she,O
9783,would,MD,would,O
9784,listen,VB,listen,O
9785,",",",",",",O
9786,and,CC,and,O
9787,start,VB,start,O
9788,up,RP,up,O
9789,from,IN,from,O
9790,her,PRP$,her,O
9791,knee,NN,knees,O
9792,",",",",",",O
9793,and,CC,and,O
9794,say,VBP,say,O
9795,",",",",",",O
9796,','',',O
9797,I,PRP,I,O
9798,hear,VBP,hear,O
9799,my,PRP$,my,O
9800,little,JJ,little,O
9801,girl,JJ,girl,O
9802,plaining,NN,plaining,O
9803,and,CC,and,O
9804,cry,NN,crying,O
9805,very,RB,very,O
9806,sad,JJ,sad,O
9807,--,:,--,O
9808,oh,UH,oh,O
9809,",",",",",",O
9810,let,VB,let,O
9811,her,PRP,her,O
9812,in,IN,in,O
9813,",",",",",",O
9814,or,CC,or,O
9815,she,PRP,she,O
9816,will,MD,will,O
9817,die,VB,die,O
9818,!,.,!,O
9819,','',',O
9820,One,CD,One,O
9821,night,NN,night,O
9822,--,:,--,O
9823,just,RB,just,O
9824,after,IN,after,O
9825,New,NNP,New,O
9826,Year,NNP,Year,O
9827,'s,POS,'s,O
9828,Day,NNP,Day,O
9829,had,VBD,had,O
9830,come,VBN,come,O
9831,at,IN,at,O
9832,last,JJ,last,O
9833,",",",",",",O
9834,and,CC,and,O
9835,the,DT,the,O
9836,long,JJ,long,O
9837,winter,NN,winter,O
9838,had,VBD,had,O
9839,taken,VBN,taken,O
9840,a,DT,a,O
9841,turn,NN,turn,O
9842,",",",",",",O
9843,a,DT,as,O
9844,I,PRP,I,O
9845,hoped,VBD,hoped,O
9846,--,:,--,O
9847,I,PRP,I,O
9848,heard,VBD,heard,O
9849,the,DT,the,O
9850,west,JJS,west,O
9851,drawing-room,NN,drawing-room,O
9852,bell,NN,bell,O
9853,ring,VBG,ring,O
9854,three,CD,three,O
9855,time,NN,times,O
9856,",",",",",",O
9857,which,WDT,which,O
9858,wa,VBP,was,O
9859,the,DT,the,O
9860,signal,NN,signal,O
9861,for,IN,for,O
9862,me,PRP,me,O
9863,.,.,.,O
9864,I,PRP,I,O
9865,would,MD,would,O
9866,not,RB,not,O
9867,leave,VB,leave,O
9868,Miss,NNP,Miss,O
9869,Rosamond,NNP,Rosamond,O
9870,alone,RB,alone,O
9871,",",",",",",O
9872,for,IN,for,O
9873,all,DT,all,O
9874,she,PRP,she,O
9875,wa,VBD,was,O
9876,asleep,RB,asleep,O
9877,--,:,--,O
9878,for,IN,for,O
9879,the,DT,the,O
9880,old,JJ,old,O
9881,lord,NN,lord,O
9882,had,VBD,had,O
9883,been,VBN,been,O
9884,playing,VBG,playing,O
9885,wilder,NN,wilder,O
9886,than,IN,than,O
9887,ever,RB,ever,O
9888,--,:,--,O
9889,and,CC,and,O
9890,I,PRP,I,O
9891,feared,VBD,feared,O
9892,lest,JJS,lest,O
9893,my,PRP$,my,O
9894,darling,NN,darling,O
9895,should,MD,should,O
9896,waken,VB,waken,O
9897,to,TO,to,O
9898,hear,VB,hear,O
9899,the,DT,the,O
9900,spectre,JJ,spectre,O
9901,child,NN,child,O
9902,;,:,;,O
9903,see,VB,see,O
9904,her,PRP,her,O
9905,",",",",",",O
9906,I,PRP,I,O
9907,knew,VBD,knew,O
9908,she,PRP,she,O
9909,could,MD,could,O
9910,not,RB,not,O
9911,.,.,.,O
9912,I,PRP,I,O
9913,had,VBD,had,O
9914,fastened,VBN,fastened,O
9915,the,DT,the,O
9916,window,NN,windows,O
9917,too,RB,too,O
9918,well,RB,well,O
9919,for,IN,for,O
9920,that,DT,that,O
9921,.,.,.,O
9922,So,CC,So,O
9923,I,PRP,I,O
9924,took,VBD,took,O
9925,her,PRP,her,O
9926,out,IN,out,O
9927,of,IN,of,O
9928,her,PRP$,her,O
9929,bed,NN,bed,O
9930,",",",",",",O
9931,and,CC,and,O
9932,wrapped,VBD,wrapped,O
9933,her,PRP$,her,O
9934,up,RP,up,O
9935,in,IN,in,O
9936,such,JJ,such,O
9937,outer,NN,outer,O
9938,clothes,NNS,clothes,O
9939,a,DT,as,O
9940,were,VBD,were,O
9941,most,RBS,most,O
9942,handy,JJ,handy,O
9943,",",",",",",O
9944,and,CC,and,O
9945,carried,VBD,carried,O
9946,her,PRP$,her,O
9947,down,NN,down,O
9948,to,TO,to,O
9949,the,DT,the,O
9950,drawing-room,NN,drawing-room,O
9951,",",",",",",O
9952,where,WRB,where,O
9953,the,DT,the,O
9954,old,JJ,old,O
9955,lady,NN,ladies,O
9956,sat,VBD,sat,O
9957,at,IN,at,O
9958,their,PRP$,their,O
9959,tapestry-work,NN,tapestry-work,O
9960,a,DT,as,O
9961,usual,JJ,usual,O
9962,.,.,.,O
9963,They,PRP,They,O
9964,looked,VBD,looked,O
9965,up,RP,up,O
9966,when,WRB,when,O
9967,I,PRP,I,O
9968,came,VBD,came,O
9969,in,IN,in,O
9970,",",",",",",O
9971,and,CC,and,O
9972,Mrs.,NNP,Mrs.,O
9973,Stark,NNP,Stark,O
9974,asked,VBD,asked,O
9975,",",",",",",O
9976,quite,RB,quite,O
9977,astounded,VBD,astounded,O
9978,",",",",",",O
9979,'Why,NNPS,'Why,O
9980,did,VBD,did,O
9981,I,PRP,I,O
9982,bring,VB,bring,O
9983,Miss,NNP,Miss,O
9984,Rosamond,NNP,Rosamond,O
9985,there,RB,there,O
9986,",",",",",",O
9987,out,IN,out,O
9988,of,IN,of,O
9989,her,PRP$,her,O
9990,warm,NN,warm,O
9991,bed,NN,bed,O
9992,?,.,?,O
9993,','',',O
9994,I,PRP,I,O
9995,had,VBD,had,O
9996,begun,VBN,begun,O
9997,to,TO,to,O
9998,whisper,VB,whisper,O
9999,",",",",",",O
10000,'Because,IN,'Because,O
10001,I,PRP,I,O
10002,wa,VBP,was,O
10003,afraid,JJ,afraid,O
10004,of,IN,of,O
10005,her,PRP$,her,O
10006,being,VBG,being,O
10007,tempted,VBN,tempted,O
10008,out,RP,out,O
10009,while,IN,while,O
10010,I,PRP,I,O
10011,wa,VBP,was,O
10012,away,RB,away,O
10013,",",",",",",O
10014,by,IN,by,O
10015,the,DT,the,O
10016,wild,JJ,wild,O
10017,child,NN,child,O
10018,in,IN,in,O
10019,the,DT,the,O
10020,snow,NN,snow,O
10021,",",",",",",O
10022,','',',O
10023,when,WRB,when,O
10024,she,PRP,she,O
10025,stopped,VBD,stopped,O
10026,me,PRP,me,O
10027,short,JJ,short,O
10028,(,(,(,O
10029,with,IN,with,O
10030,a,DT,a,O
10031,glance,NN,glance,O
10032,at,IN,at,O
10033,Miss,NNP,Miss,O
10034,Furnivall,NNP,Furnivall,O
10035,),),),O
10036,",",",",",",O
10037,and,CC,and,O
10038,said,VBD,said,O
10039,Miss,NNP,Miss,O
10040,Furnivall,NNP,Furnivall,O
10041,wanted,VBD,wanted,O
10042,me,PRP,me,O
10043,to,TO,to,O
10044,undo,VB,undo,O
10045,some,DT,some,O
10046,work,NN,work,O
10047,she,PRP,she,O
10048,had,VBD,had,O
10049,done,VBN,done,O
10050,wrong,JJ,wrong,O
10051,",",",",",",O
10052,and,CC,and,O
10053,which,WDT,which,O
10054,neither,DT,neither,O
10055,of,IN,of,O
10056,them,PRP,them,O
10057,could,MD,could,O
10058,see,VB,see,O
10059,to,TO,to,O
10060,unpick,VB,unpick,O
10061,.,.,.,O
10062,So,IN,So,O
10063,I,PRP,I,O
10064,laid,VBP,laid,O
10065,my,PRP$,my,O
10066,pretty,JJ,pretty,O
10067,dear,NN,dear,O
10068,on,IN,on,O
10069,the,DT,the,O
10070,sofa,NN,sofa,O
10071,",",",",",",O
10072,and,CC,and,O
10073,sat,VBD,sat,O
10074,down,RB,down,O
10075,on,IN,on,O
10076,a,DT,a,O
10077,stool,NN,stool,O
10078,by,IN,by,O
10079,them,PRP,them,O
10080,",",",",",",O
10081,and,CC,and,O
10082,hardened,VBD,hardened,O
10083,my,PRP$,my,O
10084,heart,NN,heart,O
10085,against,IN,against,O
10086,them,PRP,them,O
10087,",",",",",",O
10088,a,DT,as,O
10089,I,PRP,I,O
10090,heard,VBD,heard,O
10091,the,DT,the,O
10092,wind,NN,wind,O
10093,rising,NN,rising,O
10094,and,CC,and,O
10095,howling,NN,howling,O
10096,.,.,.,O
10097,Miss,NNP,Miss,O
10098,Rosamond,NNP,Rosamond,O
10099,slept,VBD,slept,O
10100,on,IN,on,O
10101,sound,NN,sound,O
10102,",",",",",",O
10103,for,IN,for,O
10104,all,PDT,all,O
10105,the,DT,the,O
10106,wind,NN,wind,O
10107,blew,VBD,blew,O
10108,so,RB,so,O
10109,Miss,NNP,Miss,O
10110,Furnivall,NNP,Furnivall,O
10111,said,VBD,said,O
10112,never,RB,never,O
10113,a,DT,a,O
10114,word,NN,word,O
10115,",",",",",",O
10116,nor,CC,nor,O
10117,looked,VBD,looked,O
10118,round,NN,round,O
10119,when,WRB,when,O
10120,the,DT,the,O
10121,gust,NN,gusts,O
10122,shook,VBD,shook,O
10123,the,DT,the,O
10124,window,NN,windows,O
10125,.,.,.,O
10126,All,DT,All,O
10127,at,IN,at,O
10128,once,RB,once,O
10129,she,PRP,she,O
10130,started,VBD,started,O
10131,up,RB,up,O
10132,to,TO,to,O
10133,her,PRP$,her,O
10134,full,JJ,full,O
10135,height,NN,height,O
10136,",",",",",",O
10137,and,CC,and,O
10138,put,VBD,put,O
10139,up,RP,up,O
10140,one,CD,one,O
10141,hand,NN,hand,O
10142,",",",",",",O
10143,a,DT,as,O
10144,if,IN,if,O
10145,to,TO,to,O
10146,bid,VB,bid,O
10147,u,JJ,us,O
10148,to,TO,to,O
10149,listen,VB,listen,O
10150,.,.,.,O
10151,','',',O
10152,I,PRP,I,O
10153,hear,VBP,hear,O
10154,voice,RB,voices,O
10155,!,.,!,O
10156,','',',O
10157,said,VBD,said,O
10158,she,PRP,she,O
10159,.,.,.,O
10160,','',',O
10161,I,PRP,I,O
10162,hear,VBP,hear,O
10163,terrible,JJ,terrible,O
10164,scream,NN,screams,O
10165,--,:,--,O
10166,I,PRP,I,O
10167,hear,VBP,hear,O
10168,my,PRP$,my,O
10169,father,NN,father,O
10170,'s,POS,'s,O
10171,voice,NN,voice,O
10172,!,.,!,O
10173,','',',O
10174,Just,RB,Just,O
10175,at,IN,at,O
10176,that,DT,that,O
10177,moment,NN,moment,O
10178,my,PRP$,my,O
10179,darling,NN,darling,O
10180,wakened,VBN,wakened,O
10181,with,IN,with,O
10182,a,DT,a,O
10183,sudden,JJ,sudden,O
10184,start,NN,start,O
10185,:,:,:,O
10186,'My,POS,'My,O
10187,little,JJ,little,O
10188,girl,NN,girl,O
10189,is,VBZ,is,O
10190,cry,JJ,crying,O
10191,",",",",",",O
10192,oh,UH,oh,O
10193,",",",",",",O
10194,how,WRB,how,O
10195,she,PRP,she,O
10196,is,VBZ,is,O
10197,cry,JJ,crying,O
10198,!,.,!,O
10199,','',',O
10200,and,CC,and,O
10201,she,PRP,she,O
10202,tried,VBD,tried,O
10203,to,TO,to,O
10204,get,VB,get,O
10205,up,RP,up,O
10206,and,CC,and,O
10207,go,VB,go,O
10208,to,TO,to,O
10209,her,PRP$,her,O
10210,",",",",",",O
10211,but,CC,but,O
10212,she,PRP,she,O
10213,got,VBD,got,O
10214,her,PRP,her,O
10215,foot,NN,feet,O
10216,entangled,VBD,entangled,O
10217,in,IN,in,O
10218,the,DT,the,O
10219,blanket,NN,blanket,O
10220,",",",",",",O
10221,and,CC,and,O
10222,I,PRP,I,O
10223,caught,VBD,caught,O
10224,her,PRP,her,O
10225,up,RP,up,O
10226,;,:,;,O
10227,for,IN,for,O
10228,my,PRP$,my,O
10229,flesh,NN,flesh,O
10230,had,VBD,had,O
10231,begun,VBN,begun,O
10232,to,TO,to,O
10233,creep,VB,creep,O
10234,at,IN,at,O
10235,these,DT,these,O
10236,noise,NN,noises,O
10237,",",",",",",O
10238,which,WDT,which,O
10239,they,PRP,they,O
10240,heard,VBP,heard,O
10241,while,IN,while,O
10242,we,PRP,we,O
10243,could,MD,could,O
10244,catch,VB,catch,O
10245,no,DT,no,O
10246,sound,NN,sound,O
10247,.,.,.,O
10248,In,IN,In,O
10249,a,DT,a,O
10250,minute,NN,minute,O
10251,or,CC,or,O
10252,two,CD,two,O
10253,the,DT,the,O
10254,noise,NN,noises,O
10255,came,VBD,came,O
10256,",",",",",",O
10257,and,CC,and,O
10258,gathered,VBD,gathered,O
10259,fast,RB,fast,O
10260,",",",",",",O
10261,and,CC,and,O
10262,filled,VBD,filled,O
10263,our,PRP$,our,O
10264,ear,NN,ears,O
10265,;,:,;,O
10266,we,PRP,we,O
10267,",",",",",",O
10268,too,RB,too,O
10269,",",",",",",O
10270,heard,JJ,heard,O
10271,voice,NN,voices,O
10272,and,CC,and,O
10273,scream,NN,screams,O
10274,",",",",",",O
10275,and,CC,and,O
10276,no,RB,no,O
10277,longer,RB,longer,O
10278,heard,VB,heard,O
10279,the,DT,the,O
10280,winter,NN,winter,O
10281,'s,POS,'s,O
10282,wind,NN,wind,O
10283,that,IN,that,O
10284,raged,VBD,raged,O
10285,abroad,RB,abroad,O
10286,.,.,.,O
10287,Mrs.,NNP,Mrs.,O
10288,Stark,NNP,Stark,O
10289,looked,VBD,looked,O
10290,at,IN,at,O
10291,me,PRP,me,O
10292,",",",",",",O
10293,and,CC,and,O
10294,I,PRP,I,O
10295,at,IN,at,O
10296,her,PRP,her,O
10297,",",",",",",O
10298,but,CC,but,O
10299,we,PRP,we,O
10300,dared,VBD,dared,O
10301,not,RB,not,O
10302,speak,JJ,speak,O
10303,.,.,.,O
10304,Suddenly,RB,Suddenly,O
10305,Miss,NNP,Miss,O
10306,Furnivall,NNP,Furnivall,O
10307,went,VBD,went,O
10308,towards,IN,towards,O
10309,the,DT,the,O
10310,door,NN,door,O
10311,",",",",",",O
10312,out,IN,out,O
10313,into,IN,into,O
10314,the,DT,the,O
10315,ante-room,NN,ante-room,O
10316,",",",",",",O
10317,through,IN,through,O
10318,the,DT,the,O
10319,west,NN,west,O
10320,lobby,NN,lobby,O
10321,",",",",",",O
10322,and,CC,and,O
10323,opened,VBD,opened,O
10324,the,DT,the,O
10325,door,NN,door,O
10326,into,IN,into,O
10327,the,DT,the,O
10328,great,JJ,great,O
10329,hall,NN,hall,O
10330,.,.,.,O
10331,Mrs.,NNP,Mrs.,O
10332,Stark,NNP,Stark,O
10333,followed,VBD,followed,O
10334,",",",",",",O
10335,and,CC,and,O
10336,I,PRP,I,O
10337,durst,VBP,durst,O
10338,not,RB,not,O
10339,be,VB,be,O
10340,left,VBN,left,O
10341,",",",",",",O
10342,though,IN,though,O
10343,my,PRP$,my,O
10344,heart,NN,heart,O
10345,almost,RB,almost,O
10346,stopped,VBD,stopped,O
10347,beating,VBG,beating,O
10348,for,IN,for,O
10349,fear,NN,fear,O
10350,.,.,.,O
10351,I,PRP,I,O
10352,wrapped,VBD,wrapped,O
10353,my,PRP$,my,O
10354,darling,VBG,darling,O
10355,tight,NN,tight,O
10356,in,IN,in,O
10357,my,PRP$,my,O
10358,arm,NN,arms,O
10359,",",",",",",O
10360,and,CC,and,O
10361,went,VBD,went,O
10362,out,RP,out,O
10363,with,IN,with,O
10364,them,PRP,them,O
10365,.,.,.,O
10366,In,IN,In,O
10367,the,DT,the,O
10368,hall,NN,hall,O
10369,the,DT,the,O
10370,scream,NN,screams,O
10371,were,VBD,were,O
10372,louder,JJR,louder,O
10373,than,IN,than,O
10374,ever,RB,ever,O
10375,;,:,;,O
10376,they,PRP,they,O
10377,seemed,VBD,seemed,O
10378,to,TO,to,O
10379,come,VB,come,O
10380,from,IN,from,O
10381,the,DT,the,O
10382,east,JJ,east,O
10383,wing,NN,wing,O
10384,--,:,--,O
10385,nearer,NN,nearer,O
10386,and,CC,and,O
10387,nearer,NN,nearer,O
10388,--,:,--,O
10389,close,RB,close,O
10390,on,IN,on,O
10391,the,DT,the,O
10392,other,JJ,other,O
10393,side,NN,side,O
10394,of,IN,of,O
10395,the,DT,the,O
10396,locked-up,JJ,locked-up,O
10397,door,NN,doors,O
10398,--,:,--,O
10399,close,RB,close,O
10400,behind,IN,behind,O
10401,them,PRP,them,O
10402,.,.,.,O
10403,Then,RB,Then,O
10404,I,PRP,I,O
10405,noticed,VBD,noticed,O
10406,that,IN,that,O
10407,the,DT,the,O
10408,great,JJ,great,O
10409,bronze,NN,bronze,O
10410,chandelier,NN,chandelier,O
10411,seemed,VBD,seemed,O
10412,all,DT,all,O
10413,alight,NN,alight,O
10414,",",",",",",O
10415,though,IN,though,O
10416,the,DT,the,O
10417,hall,NN,hall,O
10418,wa,NN,was,O
10419,dim,NN,dim,O
10420,",",",",",",O
10421,and,CC,and,O
10422,that,IN,that,O
10423,a,DT,a,O
10424,fire,NN,fire,O
10425,wa,NN,was,O
10426,blazing,NN,blazing,O
10427,in,IN,in,O
10428,the,DT,the,O
10429,vast,JJ,vast,O
10430,hearth-place,NN,hearth-place,O
10431,",",",",",",O
10432,though,IN,though,O
10433,it,PRP,it,O
10434,gave,VBD,gave,O
10435,no,DT,no,O
10436,heat,NN,heat,O
10437,;,:,;,O
10438,and,CC,and,O
10439,I,PRP,I,O
10440,shuddered,VBD,shuddered,O
10441,up,RP,up,O
10442,with,IN,with,O
10443,terror,NN,terror,O
10444,",",",",",",O
10445,and,CC,and,O
10446,folded,VBD,folded,O
10447,my,PRP$,my,O
10448,darling,VBG,darling,O
10449,closer,NN,closer,O
10450,to,TO,to,O
10451,me,PRP,me,O
10452,.,.,.,O
10453,But,CC,But,O
10454,a,DT,as,O
10455,I,PRP,I,O
10456,did,VBD,did,O
10457,so,RB,so,O
10458,the,DT,the,O
10459,east,JJ,east,O
10460,door,NN,door,O
10461,shook,NN,shook,O
10462,",",",",",",O
10463,and,CC,and,O
10464,she,PRP,she,O
10465,",",",",",",O
10466,suddenly,RB,suddenly,O
10467,struggling,VBG,struggling,O
10468,to,TO,to,O
10469,get,VB,get,O
10470,free,JJ,free,O
10471,from,IN,from,O
10472,me,PRP,me,O
10473,",",",",",",O
10474,cried,VBD,cried,O
10475,",",",",",",O
10476,'Hester,'','Hester,O
10477,!,.,!,O
10478,I,PRP,I,O
10479,must,MD,must,O
10480,go,VB,go,O
10481,.,.,.,O
10482,My,PRP$,My,O
10483,little,JJ,little,O
10484,girl,NN,girl,O
10485,is,VBZ,is,O
10486,there,RB,there,O
10487,!,.,!,O
10488,I,PRP,I,O
10489,hear,VBP,hear,O
10490,her,PRP$,her,O
10491,;,:,;,O
10492,she,PRP,she,O
10493,is,VBZ,is,O
10494,coming,VBG,coming,O
10495,!,.,!,O
10496,Hester,NNP,Hester,O
10497,",",",",",",O
10498,I,PRP,I,O
10499,must,MD,must,O
10500,go,VB,go,O
10501,!,.,!,O
10502,','',',O
10503,I,PRP,I,O
10504,held,VBD,held,O
10505,her,PRP$,her,O
10506,tight,JJ,tight,O
10507,with,IN,with,O
10508,all,DT,all,O
10509,my,PRP$,my,O
10510,strength,NN,strength,O
10511,;,:,;,O
10512,with,IN,with,O
10513,a,DT,a,O
10514,set,NN,set,O
10515,will,MD,will,O
10516,",",",",",",O
10517,I,PRP,I,O
10518,held,VBD,held,O
10519,her,PRP,her,O
10520,.,.,.,O
10521,If,IN,If,O
10522,I,PRP,I,O
10523,had,VBD,had,O
10524,died,VBN,died,O
10525,",",",",",",O
10526,my,PRP$,my,O
10527,hand,NN,hands,O
10528,would,MD,would,O
10529,have,VB,have,O
10530,grasped,VBN,grasped,O
10531,her,PRP$,her,O
10532,still,RB,still,O
10533,",",",",",",O
10534,I,PRP,I,O
10535,wa,VBP,was,O
10536,so,RB,so,O
10537,resolved,VBN,resolved,O
10538,in,IN,in,O
10539,my,PRP$,my,O
10540,mind,NN,mind,O
10541,.,.,.,O
10542,Miss,NNP,Miss,O
10543,Furnivall,NNP,Furnivall,O
10544,stood,VBD,stood,O
10545,listening,NN,listening,O
10546,",",",",",",O
10547,and,CC,and,O
10548,paid,VBD,paid,O
10549,no,DT,no,O
10550,regard,NN,regard,O
10551,to,TO,to,O
10552,my,PRP$,my,O
10553,darling,NN,darling,O
10554,",",",",",",O
10555,who,WP,who,O
10556,had,VBD,had,O
10557,got,VBN,got,O
10558,down,RB,down,O
10559,to,TO,to,O
10560,the,DT,the,O
10561,ground,NN,ground,O
10562,",",",",",",O
10563,and,CC,and,O
10564,whom,WP,whom,O
10565,I,PRP,I,O
10566,",",",",",",O
